"Neighborhood","Venue Category","Venue","Neighborhood_Latitude","Neighborhood_Longitude","id","location.city","location.state","categories_name","categories_pluralName","location_crossStreet","location_formattedAddress","location_postalCode","location_address"
,"Hospital","Base Hospital Delhi Cantt.",28.60821655,77.13630081,"4f6944c0e4b0656e86c29afa","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
"Sector 128","Hospital","JAYPEE HOSPITAL",28.51567059,77.37166511,"5587a574498ec3334d20f8a9","New Delhi","Delhi","Hospital","Hospitals","null","Sector 128","null","Sector 128"
"Vasant Kunj","Medical","Indian Spinal Injuries Centre",28.53295925,77.14248036,"4e9ab7d57ee539c85748a8cc","New Delhi","Delhi","Medical Center","Medical Centers","null","Vasant Kunj","null","Vasant Kunj"
"Saket","Hospital","Saket City Hospital",28.52798598,77.21386462,"52034b4f498ef5b9b5b6a2d6","New Delhi","Delhi","Hospital","Hospitals","null","Saket","null","Saket"
"Avantika","Hospital","Rajiv Gandhi Cancer Institute And Research Centre",28.71646857,77.11112339,"4de2279c18385df2b01c8873","New Delhi","Delhi","Hospital","Hospitals","Rohini","Sector 5, Rohini (Rohini)",110085,"Sector 5, Rohini"
"Anand Vihar","Hospital","Shanti Mukand Hospital",28.64515293,77.30028121,"510b83b2e4b0f110f8802afc","New Delhi","Delhi","Hospital","Hospitals","Across Hargobind Enclave","Vikas Marg Extension (Across Hargobind Enclave)",110092,"Vikas Marg Extension"
,"Medical","Super Speciality Post Graduate child hospital",28.57717896,77.33804321,"52cf9b41498ea5c85abf485d","New Delhi","Delhi","Medical Center","Medical Centers","null","India","null","null"
"Wembley Estate","Preschool","KLAY Play School",28.41316795,77.05679321,"53622b37498e06c28b54c1b4","New Delhi","Delhi","Preschool","Preschools","Wembley Estate","Rosewood City (Wembley Estate)","null","Rosewood City"
,"Preschool","K R Mangalam World School",28.677282,77.09912,"588efc620393cc517e28b48c","New Delhi","Delhi","Preschool","Preschools","null","India","null","null"
,"Preschool","The Knowledge Bus",28.694796,77.168625,"56ebc1e2498e09fe3f30f6de","New Delhi","Delhi","Preschool","Preschools","null","India","null","null"
,"Preschool","Wonderland",28.579114,77.185655,"58634d52424f935d0b05b479","New Delhi","Delhi","Preschool","Preschools","null","India","null","null"
"Vishal Enclave","Preschool","Maple Bear",28.64822176,77.11838392,"570f37c4498e1f445526cc14","New Delhi","Delhi","Preschool","Preschools","Vishal Enclave","A 130 (Vishal Enclave)","null","A 130"
"Sun City","Preschool","Leens Nestling",28.43434792,77.10652774,"5678cda9498e5715a626bf45","New Delhi","Delhi","Preschool","Preschools","Sun City","Sun City","null","null"
,"Preschool","Maxfort School",28.673904,77.08545,"588ee46c7b43b41406d722bb","New Delhi","Delhi","Preschool","Preschools","null","India","null","null"
"Sector 50","Preschool","WunderKinder",28.40909386,77.05832672,"53c52172498e7b2d805026f2","New Delhi","Delhi","Preschool","Preschools","Sector 50","NS 12, w block, South City 2, (Sector 50)",122018,"NS 12, w block, South City 2,"
,"Preschool","Mother's Pride, Sector-93, Noida",28.51575396,77.38261447,"53573e38498e429e69267212","New Delhi","Delhi","Preschool","Preschools","null","India","null","null"
"Sun City","Preschool","Leens Nestling",28.433709,77.107401,"5678cdf0498e5a075c5ff78d","New Delhi","Delhi","Preschool","Preschools","Sun City","Sun City","null","null"
"Poorvi Marg","Preschool","St. Joseph""s Rack Up Cambridge School",28.483864,77.09451,"586cb549b2101465aa031499","New Delhi","Delhi","Preschool","Preschools","Poorvi Marg","Plot No 6 (Poorvi Marg)",122008,"Plot No 6"
"Beta I","Preschool","RYAN INTERNATIONAL SCHOOL - GR.NOIDA",28.47940372,77.51142817,"5704d146498e0bf50c74aafc","New Delhi","Delhi","Preschool","Preschools","null","Beta I","null","Beta I"
"262A, C-block Sushant Lok","Preschool","little sprouts",28.454057,77.07956,"571b0538498e97476d0c01a4","New Delhi","Delhi","Preschool","Preschools","null","262A, C-block Sushant Lok","null","262A, C-block Sushant Lok"
"Club Road","Hotel","Shalimar Bagh Club",28.68205389,77.18637404,"5157f9e7e4b0ac34448a5c1e","New Delhi","Delhi","Hotel","Hotels","Club Road","Shalimar Bagh (Club Road)","null","Shalimar Bagh"
"Green Park Market","Social Club","MYOLO Headquarters",28.560171,77.203356,"59737c8ad41bb7405adc3619","New Delhi","Delhi","Social Club","Social Clubs","null","C 15, Green Park Extension",110016,"C 15, Green Park Extension"
,"Social Club","health mantra",28.65408783,77.13998049,"55102564498e5e9365278b8b","New Delhi","Delhi","Social Club","Social Clubs","null","India","null","null"
"Dada Ghosh Bhawan","Social Club","Shankar Lodge of The Delhi Theosophical Federation",28.646633,77.174156,"5348d61e498ea481e653fc2c","New Delhi","Delhi","Social Club","Social Clubs","null","24 East Patel Nagar",110008,"24 East Patel Nagar"
,"Social Club","Awesomesauce",28.56237411,77.20224762,"53243dd8498eccced8f795be","New Delhi","Delhi","Social Club","Social Clubs","null","India","null","null"
"Sector 61","Social Club","Onthec Club 61 Gym",28.59698854,77.36495931,"56d6f19e498e583e9d7c14e2","New Delhi","Delhi","Social Club","Social Clubs","Sector 61","Shopprix Mall (Sector 61)","null","Shopprix Mall"
,"Social Club","Youngstar Cricket Academy",28.497986,77.188062,"53fdb27b498e83054e6e2044","New Delhi","Delhi","Social Club","Social Clubs","null","India","null","null"
"Gurugram 122004","Social Club","V CLUB",28.403683,77.036347,"5cd7f7f9c824ae002ce88b6a","New Delhi","Delhi","Social Club","Social Clubs","null","Gurugram 122004",122004,"null"
"Golf Course Road","Social Club","The Quorum",28.45084,77.096816,"5abdfa55ff0306051d401bbf","New Delhi","Delhi","Social Club","Social Clubs","Golf Course Road","Two Horizon Center (Golf Course Road)",122001,"Two Horizon Center"
,"Social Club","Varuna Naval Mess",28.57235372,77.13882323,"4d03a28edc45a0936d47e5c6","New Delhi","Delhi","Social Club","Social Clubs","null","New Delhi","null","null"
,"Social Club","Landmark Worldwide",28.52988653,77.19121455,"533eb6d7498eec1e1c60ed4d","New Delhi","Delhi","Social Club","Social Clubs","null","India","null","null"
"R K Puram Sect-1","Social Club","Delhi Karnataka Sangha",28.577827,77.175316,"5b4a20baf870fd002c25fead","New Delhi","Delhi","Social Club","Social Clubs","null","Rao Tula Ram Marg, Sector-12, R.K. Puram,",110022,"Rao Tula Ram Marg, Sector-12, R.K. Puram,"
"Gurugram 122017","Social Club","Goa Town And Country Club",28.518897,77.039674,"5bb8a09c3731ee0039ef0eae","New Delhi","Delhi","Social Club","Social Clubs","null","Gurugram 122017",122017,"null"
"Sector 28","Coworking Space","Moonlighting Gurgaon",28.46848763,77.08565016,"53778823498e485da43de54e","New Delhi","Delhi","Coworking Space","Coworking Spaces","Hamilton Court","1003, DLF City Phase IV (Hamilton Court)",122009,"1003, DLF City Phase IV"
"Connaught Place","Arts & Crafts","People Tree",28.63004163,77.21750822,"4d42a39051cca35dc71b03db","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Connaught Place","null","Connaught Place"
"Baroda House","Arts & Crafts","Arts & Crafts Gallery",28.613915,77.242387,"5b41f20e67f62b002cd12a08","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","New Delhi 110001",110001,"null"
,"Arts & Crafts","bishan kite merchant",28.652778,77.223145,"5476dcf6498eb0f50cbad8c1","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Baba Kharak Singh Marg","Arts & Crafts","Rajiv Gandhi Handicraft Bhavan",28.63237192,77.2085085,"4da43282d686b60c9875da28","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Baba Kharak Singh Marg","null","Baba Kharak Singh Marg"
,"Arts & Crafts","Ishana: The Conscious One",28.555991,77.083046,"4e8cb446d3e3720da3a886b6","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","New Delhi","null","null"
"Green Park Market","Arts & Crafts","Mubariks Kashmir Creations",28.552929,77.20459,"5c135eaf46e1b6002c7d1568","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","A-22 Green Park",110016,"A-22 Green Park"
,"Arts & Crafts","Kamala",28.63001849,77.21306739,"52287f5f498ec5a6977e7ead","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Hauz Khas Village","Arts & Crafts","The People Tree",28.55484544,77.19457247,"4f4e16a6e4b0c132f6eb2962","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Hauz Khas Village","null","Hauz Khas Village"
,"Arts & Crafts","Dastkar Nature Baazar",28.47432464,77.24220198,"4e943668775b564ca309a0c1","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Rajouri Garden","Arts & Crafts","Itsy Bitsy",28.64995911,77.12073254,"5204cd38498e19c85a4b6a60","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Rajouri Garden","TDI Paragon Mall (Rajouri Garden)","null","TDI Paragon Mall"
"Netaji Subash Place","Arts & Crafts","Dilli Haat | ?????? ???",28.69555026,77.14962577,"4e8df1c877c8aa8707345592","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Netaji Subash Place","Pitam Pura (Netaji Subash Place)","null","Pitam Pura"
,"Arts & Crafts","Villa d'este",28.49882507,77.16095734,"538c511a498e2936ab9eb103","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
,"Arts & Crafts","Delhi craft cottage industries",28.517438,77.19811,"4f3a0befe4b053d3100bcfe0","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Gurugram 122001","Gift Shop","Chumbak",28.467694,77.082025,"5b817716947c05002c9903ee","New Delhi","Delhi","Gift Shop","Gift Shops","null","Gurugram 122001",122001,"null"
"Khan Market","Arts & Crafts","Stationary",28.60499459,77.22332426,"51dea8fb498eb16e112cca6f","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Khan Market","null","Khan Market"
,"Arts & Crafts","The Craft House - Indian Lifestyle",28.62149304,77.21695803,"4d98196c942ba093c5eb7d8c","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
,"Office Supplies","STANDARD STATIONERS & COMPUTERS",28.48122416,77.49859811,"50d5bfbfe4b079e5c6f71860","New Delhi","Delhi","Paper / Office Supplies Store","Paper / Office Supplies Stores","null","India","null","null"
,"Arts & Crafts","santusthi complex",28.5588,77.1316,"51949b3d498e1aad823a3552","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","new delhi","null","null"
"Masood Pur","Arts & Crafts","The V Renaissance",28.54577493,77.14816332,"5328780e498ee8e6c7ae476d","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","D-2/2522, Vasant Kunj",110070,"D-2/2522, Vasant Kunj"
,"Arts & Crafts","Nokia Store, South Ex-1, New Delhi",28.56877886,77.22030399,"4c24c122b7b8a593daf33ce8","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","New Delhi","null","null"
"M.G.Road","Furniture / Home","Yasu Craft",28.49800027,77.16172457,"4e7430ca315188bfdc517120","New Delhi","Delhi","Furniture / Home Store","Furniture / Home Stores","M.G.Road","Sultanpur (M.G.Road)","null","Sultanpur"
"Ambience Mall","Bookstore","RelianceTimeout",28.50286572,77.09725551,"4c7f6dcc1009a0932a52474e","New Delhi","Delhi","Bookstore","Bookstores","null","Ambience Mall","null","Ambience Mall"
"Chatarpur road","Arts & Crafts","jai hind marbles",28.48197787,77.18964225,"4f74141fe4b07d85bee87b64","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Chatarpur road","Satbari (Chatarpur road)","null","Satbari"
,"Arts & Crafts","Sikander Ki Dukaan",28.70138,77.205414,"56b086d3498ee00c4904e154","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Nirvana Courtyard","Arts & Crafts","Karkhana",28.4145444,77.06562338,"5263784911d2caed04d12dfb","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Nirvana Courtyard","null","Nirvana Courtyard"
,"Arts & Crafts","Vedanta Cottage Exposition",28.624961,77.217063,"5261508411d29dcf552fea10","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Gurgaom","Arts & Crafts","Sukriti",28.47458586,77.04774653,"4d722877ec07548155c084bf","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Gurgaom","Sector 14 (Gurgaom)","null","Sector 14"
"Amar Colony","Arts & Crafts","Rajasthan Emporium",28.56944684,77.24150419,"4dfcc822814df5e64def4e37","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Central Market","Lajpat Nagar (Central Market)",110024,"Lajpat Nagar"
"Rohini","Arts & Crafts","The Archies Gallery",28.73385636,77.13214909,"4fbc62bae4b0d3faf07a5ab6","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Rohini","Sector 15 (Rohini)","null","Sector 15"
"DT Place","Arts & Crafts","LETTERNOTE",28.57106903,77.21803594,"51e146eb498eb3dfbd869836","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","DT Place","null","DT Place"
"24/3 Hauz Khas Village","Arts & Crafts","Green The Gap",28.55519004,77.19489254,"4f44d768e4b0868b41791ee5","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","24/3 Hauz Khas Village","null","24/3 Hauz Khas Village"
"Baroda House","Arts & Crafts","Cauvery Emporium (Karnataka Govt Emporium)",28.6296911,77.20518467,"502375b5e4b065daa4ce6f7a","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","Baba Kharag Singh Marg","Connaught Place (Baba Kharag Singh Marg)",110001,"Connaught Place"
"Select City Walk","Arts & Crafts","Lladro",28.528699,77.219567,"4f4880c0e4b0bf7287affc4d","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Select City Walk","null","Select City Walk"
,"Arts & Crafts","Arora's Art Gallery",28.60542,77.28921,"4f9d7b9be4b0b38d305e945f","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Delhi","null","null"
,"Arts & Crafts","Galaxy Stores",28.47169058,77.10185238,"4f3fa1e4e4b031299db70d9b","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","India","null","null"
"Amar Colony","Arts & Crafts","Art Planet",28.578599,77.238986,"56793cc0498e383e186d5a4f","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","C-101, Basement, Birbal Road, Lajpat Nagar Part 1",110024,"C-101, Basement, Birbal Road, Lajpat Nagar Part 1"
"Gurgaon Road","Arts & Crafts","Ishana -The Conscious One",28.55693777,77.10433334,"519b3def454ac02c75e07b42","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","T3 Terminal, Delhi IGI Airport","IN 25/26 International departures SHA (T3 Terminal, Delhi IGI Airport)",110037,"IN 25/26 International departures SHA"
"Pragmatic Maidan","Arts & Crafts","Pakistan pavilion",28.614352,77.245335,"50ade437e4b0a0a300e5d6dc","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Pragmatic Maidan","null","Pragmatic Maidan"
"Noida","Arts & Crafts","shayan",28.56812419,77.32330853,"4ea9356f9adf64e06c4361e5","New Delhi","Delhi","Arts & Crafts Store","Arts & Crafts Stores","null","Noida","null","null"
"CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place","Men's Store","CANNAUGHT PLACE II Zodiac Retail Store",28.63368847,77.21734285,"50ec01df8aca56b8059c4a15","New Delhi","Delhi","Men's Store","Men's Stores","null","CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place","110 001","CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place"
"Zodiac Retail Store, Indira Gandhi International (IGI) Airport","Men's Store","Zodiac Retail Store",28.5551773,77.08529046,"528fc4b0498e2213a0fbe651","New Delhi","Delhi","Men's Store","Men's Stores","null","Zodiac Retail Store, Indira Gandhi International (IGI) Airport","null","Zodiac Retail Store, Indira Gandhi International (IGI) Airport"
"Avantika","Men's Store","Zodiac Retail Shop",28.77002905,77.07979918,"50ab69c952627487f98556c2","New Delhi","Delhi","Men's Store","Men's Stores","null","Shop No. GN � 10, Opp. Rithala Metro Station, Sector �10, Rohini, New Delhi � 110 085.",110085,"Shop No. GN � 10, Opp. Rithala Metro Station, Sector �10, Rohini, New Delhi � 110 085."
"South Extension Market Part I","Men's Store","Personal Touch Tailor Ravi Gupta",28.56981432,77.22060442,"4f1bfeea77166bf6d113bdbb","New Delhi","Delhi","Men's Store","Men's Stores","null","South Extension Market Part I","null","South Extension Market Part I"
"Avantika","Men's Store","ZOD/z3 Shop in Shop",28.72378653,77.11288691,"4c4ea413fa9d95219f675a0a","New Delhi","Delhi","Men's Store","Men's Stores","Rohini , Sector 10","Metro Walk Mall (Rohini , Sector 10)",110085,"Metro Walk Mall"
"Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad","Men's Store","Zodiac Retail Shop",28.64351906,77.36269712,"50ab6d7052627487f985a13b","New Delhi","Delhi","Men's Store","Men's Stores","null","Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad",201012,"Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad"
"Delhi High Court","Men's Store","ZOD/z3 Shop in Shop",28.600564,77.227489,"4c3de3f0f2dd9c74399c7e0c","New Delhi","Delhi","Men's Store","Men's Stores","null","Khan Market 16-B",110003,"Khan Market 16-B"
,"Men's Store","The Raymond Shop",28.56816483,77.32594299,"534bf457498e9deb94b5fe0b","New Delhi","Delhi","Men's Store","Men's Stores","null","India","null","null"
,"Men's Store","The Raymond Shop",28.529086,77.219367,"51596e0fe4b041a9a78586be","New Delhi","Delhi","Men's Store","Men's Stores","null","India","null","null"
"N.I.T","Men's Store","The Raymond Shop",28.39021978,77.30129103,"4fc08235e4b01d437db47c28","New Delhi","Delhi","Men's Store","Men's Stores","null","N.I.T","null","N.I.T"
,"Men's Store","prakash Textile",28.66385666,77.42699556,"5010cf9de4b03546280fbf88","New Delhi","Delhi","Men's Store","Men's Stores","null","India","null","null"
,"Men's Store","boggi milano",28.506048,77.093459,"53b8fab8498ec20e7e062f64","New Delhi","Delhi","Men's Store","Men's Stores","null","India","null","null"
,"Men's Store","Mufti",28.56788063,77.32318115,"4e26b877d4c007d41a94effe","New Delhi","Delhi","Men's Store","Men's Stores","null","India","null","null"
