"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
"Chembur","Stationery Store","Shree Krishna Stationary & Xerox","Chembur",19.054932,72.904559,"5c261c8afebf31002c634e05",400071,"Mumbai","Maharashtra","India","Chembur","Stationery Store","Stationery Stores","Stationery Store","null","Chembur",,,,,,,,
,"Stationery Store","jignesh","null",19.103208,72.847399,"533442c911d26362190ce8d4","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Saraswati Road","Stationery Store","Royal Stationers","null",19.081362,72.836339,"5ba1ebecf1936e00396151bc",400054,"Mumbai","Maharashtra","India","Saraswati Road","Stationery Store","Stationery Stores","Stationery Store","Saraswati Road","Saraswati Road",,,,,,,,
"Viviana","Stationery Store","Mango","Viviana",19.207935,72.97081,"579a1d7a498e6b2cf8e08a30",400601,"Mumbai","Maharashtra","India","Viviana","Stationery Store","Stationery Stores","Stationery Store","null","Viviana",,,,,,,,
"Nandkripa Shoppin Centre,Andheri-(W)","Arts & Crafts","Art Station","Shopno.18",19.13387489,72.82875061,"50d31f29e4b0aa088a883e2e",4000053,"Mumbai","Maharashtra","India","Shopno.18 (Nandkripa Shoppin Centre,Andheri-(W))","Arts & Crafts Store","Arts & Crafts Stores","Arts & Crafts","Nandkripa Shoppin Centre,Andheri-(W)","Nandkripa Shoppin Centre,Andheri-(W)",,,,,,,,
"GD Somani Road, Cuffe Parade","Stationery Store","Jay Statooners & Xerox","Maker Arcade",18.91647,72.81759,"5a59a11d838e595ef8cfc567",400021,"Mumbai","Maharashtra","India","Maker Arcade (GD Somani Road, Cuffe Parade)","Stationery Store","Stationery Stores","Stationery Store","GD Somani Road, Cuffe Parade","GD Somani Road, Cuffe Parade",,,,,,,,
"malad West","Stationery Store","Kiddi Mart","jamuna building",19.193981,72.83457,"588221524bafb72b417fe369",400064,"Mumbai","Maharashtra","India","jamuna building (malad West)","Stationery Store","Stationery Stores","Stationery Store","malad West","malad West",,,,,,,,
"Linking Road","Stationery Store","william penn","Infinity Mall",19.184673,72.83358,"57a78274498ec674f332c84e","null","Mumbai","Maharashtra","India","Infinity Mall (Linking Road)","Stationery Store","Stationery Stores","Stationery Store","Linking Road","Linking Road",,,,,,,,
"Hiranandani Meadows","Stationery Store","Bhavani Stores","Hiranandani Meadows",19.22637254,72.97022866,"5305ecb911d2a2cd6a064b05","null","Mumbai","Maharashtra","India","Hiranandani Meadows","Stationery Store","Stationery Stores","Stationery Store","null","Hiranandani Meadows",,,,,,,,
"Andheri (E)","Stationery Store","Shashipriya Stationery","Shop No. 4, 9C, Sridham CHS, Saiwadi, Andheri (E) Mumbai, Maharashtra 400069 India",19.11375,72.84915,"59fc805be679bc4f3bb37372",400069,"Mumbai","Maharashtra","India","Shop No. 4, 9C, Sridham CHS, Saiwadi, Andheri (E)","Stationery Store","Stationery Stores","Stationery Store","null","Andheri (E)",,,,,,,,
"Viviana Mall","Stationery Store","Mango","Viviana Mall",19.208323,72.97104,"579a1df0498e770eaac288d1",400601,"Mumbai","Maharashtra","India","Viviana Mall","Stationery Store","Stationery Stores","Stationery Store","null","Viviana Mall",,,,,,,,
"old kurla","Rest Areas","Kurla west Mumbai-70","old kurla",19.08113067,72.88345971,"4f19a5a2e4b0aed172099744",400070,"Mumbai","Maharashtra","India","old kurla","Rest Area","Rest Areas","Rest Areas","null","old kurla",,,,,,,,
"Western Express Hwy","Airport","Chhatrapati Shivaji International Airport","Western Express Hwy",19.09050891,72.86514759,"4b0587e5f964a5202ea622e3",400099,"Mumbai","Maharashtra","India","Western Express Hwy","Airport","Airports","Airport","null","Western Express Hwy",,,,,,,,
"Sahar","Terminal","Terminal 2","Chhatrapati Shivaji International Airport",19.09904724,72.87481224,"52d3c30511d2ebdb65074c32",400099,"Mumbai","Maharashtra","India","Chhatrapati Shivaji International Airport (Sahar)","Airport Terminal","Airport Terminals","Terminal","Sahar","Sahar",,,,,,,,
"Lokmanya Tilak Rd","Train Station","Borivali Railway Station","Datta Park, Borivali, Chinchpada",19.23683878,72.86139446,"4b5b2378f964a520efe528e3",400066,"Mumbai","Maharashtra","India","Datta Park, Borivali, Chinchpada (Lokmanya Tilak Rd)","Train Station","Train Stations","Train Station","Lokmanya Tilak Rd","Lokmanya Tilak Rd",,,,,,,,
"Bandra (West)","Hotel","Taj Lands End","Band Stand , Byramji Jeejeebhoy Rd.",19.04367713,72.81926229,"4b0587c9f964a520bba122e3","400 050","Mumbai","Maharashtra","India","Band Stand , Byramji Jeejeebhoy Rd. (Bandra (West))","Hotel","Hotels","Hotel","Bandra (West)","Bandra (West)",,,,,,,,
"Worli","Hotel","The St. Regis Mumbai","462 Senapati Bapat Marg, Lower Parel",18.99457,72.824404,"55c4347b498e1fc7af0b14aa",400013,"Mumbai","Maharashtra","India","462 Senapati Bapat Marg, Lower Parel (Lower Parel)","Hotel","Hotels","Hotel","Lower Parel","Worli",,,,,,,,
"D.N.Road","Train Station","Chhatrapati Shivaji Maharaj Terminus","Dr. Dadabhai Naoroji Road",18.94008833,72.83525723,"4babe4fff964a520f8d23ae3",400001,"Mumbai","Maharashtra","India","Dr. Dadabhai Naoroji Road (D.N.Road)","Train Station","Train Stations","Train Station","D.N.Road","D.N.Road",,,,,,,,
"Station Road","Train Station","Thane Railway Station","Station Rd., Kopri",19.18634366,72.97608172,"4b6642e1f964a520231b2be3",400601,"Mumbai","Maharashtra","India","Station Rd., Kopri (Station Road)","Train Station","Train Stations","Train Station","Station Road","Station Road",,,,,,,,
"Andheri","Hotel","JW Marriott Mumbai Sahar","IA Project Road, Chhatrapati Shivaji International Airport, Andheri",19.102502,72.8782358,"54a3a602498e6d5ac992f927",400099,"Mumbai","Maharashtra","India","IA Project Road, Chhatrapati Shivaji International Airport, Andheri","Hotel","Hotels","Hotel","null","Andheri",,,,,,,,
"Ghatkopar","Train Station","Ghatkopar Railway Station","Ghatkopar",19.08634614,72.91200274,"4b4c5a6ef964a52065b126e3",400086,"Mumbai","Maharashtra","India","Ghatkopar","Train Station","Train Stations","Train Station","null","Ghatkopar",,,,,,,,
"Goregaon West","Travel","MTNL Signal","Goregaon West, Mumbai, Maharashtra",19.17363094,72.84499081,"4f261f51e4b006e5c3daad31","null","Mumbai","Maharashtra","India","Goregaon West, Mumbai, Maharashtra","General Travel","General Travel","Travel","null","Goregaon West",,,,,,,,
"Mandwa","Piers","Mandwa Jetty","Mandwa",18.80869661,72.88335972,"4be56d01cf200f47b728133c","null","Mumbai","Maharashtra","India","Mandwa","Pier","Piers","Piers","null","Mandwa",,,,,,,,
"P. Jetha Singh Ramchandani Marg","Hotel","Taj Mahal Palace & Tower","Apollo Bunder",18.92230601,72.83357809,"4b0587caf964a520f1a122e3",400001,"Mumbai","Maharashtra","India","Apollo Bunder (P. Jetha Singh Ramchandani Marg)","Hotel","Hotels","Hotel","P. Jetha Singh Ramchandani Marg","P. Jetha Singh Ramchandani Marg",,,,,,,,
"Tilak Road","Train Station","Dadar Railway Station","Tilak Bridge, Senapati Bapat Marg",19.01867815,72.84321375,"4b13624df964a520be9623e3",400028,"Mumbai","Maharashtra","India","Tilak Bridge, Senapati Bapat Marg (Tilak Road)","Train Station","Train Stations","Train Station","Tilak Road","Tilak Road",,,,,,,,
"Kasarvadavali","Travel","Kasarvadavali Junction","null",19.26974103,72.96535005,"4f33ce43e4b06e8ecc3c3151","null","Mumbai","Maharashtra","India","India","General Travel","General Travel","Travel","null","Kasarvadavali",,,,,,,,
"Swami Vivekanand Road","Train Station","Andheri Railway Station","Andheri",19.11945467,72.84681401,"4b7aaf8ef964a52045372fe3","null","Mumbai","Maharashtra","India","Andheri (Swami Vivekanand Road)","Train Station","Train Stations","Train Station","Swami Vivekanand Road","Swami Vivekanand Road",,,,,,,,
"Chhatrapati Shivaji International Airport","Lounge","GVK First and Business Lounge","Terminal 2, Chhatrapati Shivaji International Airport",19.09667274,72.8733863,"52fd304d498ec0dc20be48d2",400099,"Mumbai","Maharashtra","India","Terminal 2, Chhatrapati Shivaji International Airport","Airport Lounge","Airport Lounges","Lounge","null","Chhatrapati Shivaji International Airport",,,,,,,,
"Santacruz","Train Station","Santacruz Railway Station","null",19.08110612,72.84212328,"4b531d83f964a520508f27e3",400054,"Mumbai","Maharashtra","India","Mumbai 400054","Train Station","Train Stations","Train Station","null","Santacruz",,,,,,,,
"GAMMON HOUSE","Travel","PRABHADEVI","PRABHADEVI",19.01778196,72.83102211,"4b5c82c4f964a520833329e3",400025,"Mumbai","Maharashtra","India","PRABHADEVI (GAMMON HOUSE)","General Travel","General Travel","Travel","GAMMON HOUSE","GAMMON HOUSE",,,,,,,,
"Andheri","Light Rail","Andheri Metro Station","Andheri-Kurla Rd.",19.12035271,72.84869489,"51f26ec1498e415c8f784d5b","null","Mumbai","Maharashtra","India","Andheri-Kurla Rd. (Andheri)","Light Rail Station","Light Rail Stations","Light Rail","Andheri","Andheri",,,,,,,,
"LBS Rd., Sion West","Train Station","Sion Railway Station","LBS Rd., Sion West",19.04751489,72.86398888,"4bc76ecbaf07a593f62c7f2d",400022,"Mumbai","Maharashtra","India","LBS Rd., Sion West","Train Station","Train Stations","Train Station","null","LBS Rd., Sion West",,,,,,,,
"Nariman Point","Hotel","Trident","Nariman Point",18.92787753,72.82071104,"4c1efc7963750f474693ba67","400 021","Mumbai","Maharashtra","India","Nariman Point","Hotel","Hotels","Hotel","null","Nariman Point",,,,,,,,
"Dahisar","Train Station","Dahisar Railway Station","Dahisar",19.25005678,72.85939693,"4ba3bba8f964a520795938e3","null","Mumbai","Maharashtra","India","Dahisar","Train Station","Train Stations","Train Station","null","Dahisar",,,,,,,,
"Nerul,�","Travel","HP Petrol Pump","Plot No 2,�Sector 44,�",19.01326127,73.01327527,"51df9184501991b0f530d137",400706,"Mumbai","Maharashtra","India","Plot No 2,�Sector 44,� (Nerul,�)","General Travel","General Travel","Travel","Nerul,�","Nerul,�",,,,,,,,
"E Road","Train Station","Marine Lines Railway Station","Maharshi Karve Road",18.9457045,72.82375574,"4b85fd87f964a520c27c31e3",400020,"Mumbai","Maharashtra","India","Maharshi Karve Road (E Road)","Train Station","Train Stations","Train Station","E Road","E Road",,,,,,,,
"BOM Airport","Terminal","Terminal 2 Arrivals","Terminal 2",19.10013848,72.87441419,"533ef99e498e40d8daeea2ae",400099,"Mumbai","Maharashtra","India","Terminal 2 (BOM Airport)","Airport Terminal","Airport Terminals","Terminal","BOM Airport","BOM Airport",,,,,,,,
,"Travel","Bandra Flyover","null",19.05091681,72.83812484,"4cbdb806bac9370445d9ff7c","null","Mumbai","Maharashtra","India","Mumbai","General Travel","General Travel","Travel","null",,,,,,,,,
"Kalyan-Shil Rd.","Train Station","Kalyan Railway Station","Kalyan-Shil Rd.",19.2355933,73.12995571,"4b7c15c4f964a520ff7b2fe3",421301,"Mumbai","Maharashtra","India","Kalyan-Shil Rd.","Train Station","Train Stations","Train Station","null","Kalyan-Shil Rd.",,,,,,,,
"Ghatkopar","Metro","Ghatkopar Metro Station","Hirachand Desai Rd.",19.0866709,72.90801438,"5066f1e2e4b01301ebe79de6","null","Mumbai","Maharashtra","India","Hirachand Desai Rd. (Ghatkopar)","Metro Station","Metro Stations","Metro","Ghatkopar","Ghatkopar",,,,,,,,
"Mumbai Central","Train Station","Mumbai Central Railway Station","Dr Anandrao Nair Marg",18.96968999,72.81951652,"4b1efaccf964a5206f2224e3",400008,"Mumbai","Maharashtra","India","Dr Anandrao Nair Marg (Mumbai Central)","Train Station","Train Stations","Train Station","Mumbai Central","Mumbai Central",,,,,,,,
"Juhu","Travel","Juhu Versowa","Juhu",19.11816522,72.82964885,"4d3704c110248cfaf4df8acf",400053,"Mumbai","Maharashtra","India","Juhu","General Travel","General Travel","Travel","null","Juhu",,,,,,,,
"Senapati Bapat Marg","Train Station","Mahim Railway Station","Western Railway",19.04343117,72.84442538,"4dd771fb7d8b322663f0300a","null","Mumbai","Maharashtra","India","Western Railway (Senapati Bapat Marg)","Train Station","Train Stations","Train Station","Senapati Bapat Marg","Senapati Bapat Marg",,,,,,,,
"Malad","Travel","Link road malad","null",19.19610168,72.83378591,"4e27e20baeb75df8caa66fd4","null","Mumbai","Maharashtra","India","Mumbai","General Travel","General Travel","Travel","null","Malad",,,,,,,,
"Mira Road East","Train Station","Mira Road Railway Station","Mira Road East",19.28110265,72.85674905,"4bfc0e9457cd9c745973cc2b",401107,"Mumbai","Maharashtra","India","Mira Road East","Train Station","Train Stations","Train Station","null","Mira Road East",,,,,,,,
"Oshiwara","Bus","Oshiwara Bus depot","Link Road",19.15387021,72.83568997,"4d15ef0d302da1cd50ebb293",400104,"Mumbai","Maharashtra","India","Link Road (Oshiwara)","Bus Line","Bus Lines","Bus","Oshiwara","Oshiwara",,,,,,,,
"Sardar Vallabhai Patel Rd.","Train Station","Sandhurst Road Railway Station","Sardar Vallabhai Patel Rd.",18.96137169,72.84008503,"4b63d59ff964a52088932ae3","null","Mumbai","Maharashtra","India","Sardar Vallabhai Patel Rd.","Train Station","Train Stations","Train Station","null","Sardar Vallabhai Patel Rd.",,,,,,,,
"Dharavi","Travel","Dharavi Signal","Dharavi",19.04829578,72.85624802,"4dee1823d164f9a5c68761c8",400017,"Mumbai","Maharashtra","India","Dharavi","General Travel","General Travel","Travel","null","Dharavi",,,,,,,,
"Chinchpada","Travel","Kalyan East","Chinchpada",19.22394221,73.13955367,"4e48127c15202d83529f6664","null","Mumbai","Maharashtra","India","Chinchpada","General Travel","General Travel","Travel","null","Chinchpada",,,,,,,,
"Road","Train Station","Mysore Colony Monorail Station","Mysore Colony",19.02777076,72.89110892,"4f35ec94e4b0b0eb8b927fc4","null","Mumbai","Maharashtra","India","Mysore Colony (Road)","Train Station","Train Stations","Train Station","Road","Road",,,,,,,,
"Mah?r?shtra","Travel","Taloja","null",19.07811209,73.09168729,"4ee350a22c5b5fc6cb40e26e","null","Mumbai","Maharashtra","India","Mah?r?shtra","General Travel","General Travel","Travel","null","Mah?r?shtra",,,,,,,,
,"Travel","GoldenNest Circle","null",19.29528919,72.85969717,"4ece395502d5feaa19c65e10","null","Mumbai","Maharashtra","India","India","General Travel","General Travel","Travel","null",,,,,,,,,
"Yeoor Hills","Resort","Exotica","Yeoor Hills",19.23251059,72.94744641,"4c42b761da3dc9280dfbcab9","null","Mumbai","Maharashtra","India","Yeoor Hills","Resort","Resorts","Resort","null","Yeoor Hills",,,,,,,,
"Kurla","Bus Station","kurla nehru nagar bus stand","null",19.05834508,72.8835174,"4f16e74ee4b038020819fc37","null","Mumbai","Maharashtra","India","India","Bus Station","Bus Stations","Bus Station","null","Kurla",,,,,,,,
"Koperkhairane","Bus Station","Teen Tanki Bus Stop","null",19.10462894,73.00325758,"4dfab441d4c01451df56816e","null","Mumbai","Maharashtra","India","Koperkhairane, Navi Mumbai","Bus Station","Bus Stations","Bus Station","null","Koperkhairane",,,,,,,,
"Station Rd.","Bridge","Santacruz Flyover","Station Rd.",19.08048642,72.84683615,"4caf149cef1b3704c3552f00","null","Mumbai","Maharashtra","India","Station Rd.","Bridge","Bridges","Bridge","null","Station Rd.",,,,,,,,
"Bandra (East)","Hotel","Trident","C-56, G Block, Bandra Kurla Complex,",19.06680833,72.86746828,"4b865eeaf964a520af8731e3",400098,"Mumbai","Maharashtra","India","C-56, G Block, Bandra Kurla Complex, (Bandra (East))","Hotel","Hotels","Hotel","Bandra (East)","Bandra (East)",,,,,,,,
"Andheri East","Hotel","Radisson Blu Mumbai International Airport","Marol Maroshi Road, Near Marol Metro Station, Andheri East",19.1102222,72.8786221,"5e6fee7955516a0008951d90",400059,"Mumbai","Maharashtra","India","Marol Maroshi Road, Near Marol Metro Station, Andheri East","Hotel","Hotels","Hotel","null","Andheri East",,,,,,,,
"Andheri East","Hotel","Courtyard Mumbai International Airport","Cts 215, Opposite Carnival Cinemas, Andheri Kurla Road, Andheri East",19.1141672,72.8641313,"4c11fb18a9420f47fea67d51",400059,"Mumbai","Maharashtra","India","Cts 215, Opposite Carnival Cinemas, Andheri Kurla Road, Andheri East","Hotel","Hotels","Hotel","null","Andheri East",,,,,,,,
"Vashi","Hotel","Four Points by Sheraton","Plot 39/1, 6 To 15, Sector 30A, Vashi",19.0663024,72.9995511,"4cbc55d07a5d9eb0bb5c31e9",400701,"Mumbai","Maharashtra","India","Plot 39/1, 6 To 15, Sector 30A, Vashi (Vashi)","Hotel","Hotels","Hotel","Vashi","Vashi",,,,,,,,
"Balraj Sahani Marg, Juhu Beach","Hotel","Novotel Juhu","Balraj Sahani Marg, Juhu Beach",19.1087247,72.8243382,"4b0587caf964a520f2a122e3",400049,"Mumbai","Maharashtra","India","Balraj Sahani Marg, Juhu Beach","Hotel","Hotels","Hotel","null","Balraj Sahani Marg, Juhu Beach",,,,,,,,
"Andheri","Hotel","ITC Maratha","Sahar Airport Road, Near International Airport, Andheri",19.10402336,72.86963761,"4bc78f5793bdeee1848337ae",400099,"Mumbai","Maharashtra","India","Sahar Airport Road, Near International Airport, Andheri","Hotel","Hotels","Hotel","null","Andheri",,,,,,,,
"Juhu Tara Road","Hotel","JW Marriott Mumbai Juhu","Juhu Tara Road",19.1020372,72.8261813,"4b0587c9f964a520bca122e3",400049,"Mumbai","Maharashtra","India","Juhu Tara Road","Hotel","Hotels","Hotel","null","Juhu Tara Road",,,,,,,,
"Andheri East","Hotel","Holiday Inn - Mumbai International Airport","Sakinaka Junction, Andheri Kurla Road, Andheri East",19.10291598,72.88719358,"4bc01c8cabf495210ceabe93",400072,"Mumbai","Maharashtra","India","Sakinaka Junction, Andheri Kurla Road, Andheri East (Andheri East)","Hotel","Hotels","Hotel","Andheri East","Andheri East",,,,,,,,
"Santacruz (East)","Hotel","Grand Hyatt","Off Western Express Highway, Santacruz (East)",19.076832,72.85127,"4b0587caf964a520dfa122e3","null","Mumbai","Maharashtra","India","Off Western Express Highway, Santacruz (East)","Hotel","Hotels","Hotel","null","Santacruz (East)",,,,,,,,
"Sahar Airport Road","Hotel","Hyatt Regency","Sahar Airport Road",19.10354315,72.87143961,"4b0587caf964a520e8a122e3","null","Mumbai","Maharashtra","India","Sahar Airport Road","Hotel","Hotels","Hotel","null","Sahar Airport Road",,,,,,,,
"Nr. Teen Hath Naka","Hotel","Hotel Tip Top Plaza","Near Check Naka, L.B.S. Marg,",19.18615234,72.95962317,"4bd7c12f304fce72c3fb33ab","null","Mumbai","Maharashtra","India","Near Check Naka, L.B.S. Marg, (Nr. Teen Hath Naka)","Hotel","Hotels","Hotel","Nr. Teen Hath Naka","Nr. Teen Hath Naka",,,,,,,,
"Off Western Express Highway","Hotel","The Westin Mumbai Garden City","International Business Park, Oberoi Garden City",19.17265403,72.86051819,"4cbc55c37a5d9eb0ac5c31e9",400063,"Mumbai","Maharashtra","India","International Business Park, Oberoi Garden City (Off Western Express Highway)","Hotel","Hotels","Hotel","Off Western Express Highway","Off Western Express Highway",,,,,,,,
"Andheri East","Hotel","Sai Palace Hotel","Chakala Junction, Andheri East",19.11537278,72.86057122,"4bf9666a8d30d13a4b200218",400093,"Mumbai","Maharashtra","India","Chakala Junction, Andheri East (Andheri East)","Hotel","Hotels","Hotel","Andheri East","Andheri East",,,,,,,,
