Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,id,location_address,location_crossStreet,location_neighborhood,location_postalCode,location_city,location_state,location_country,categories_name,categories_pluralName,categories_shortName,cluster_label
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Williamsburg,,Grocery,Whole Foods Market,40.71626934,-73.95977921,57ffc2e438fad9d2a9122e23,238 Bedford Ave,at N 4th St,,11249,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,6
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Paramus,,Grocery,Whole Foods Market,40.91431693,-74.05785161,4b42a69ff964a52043d825e3,300 Bergen Town Center,Route 4,,7652,Paramus,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Northwest Brooklyn,Downtown Brooklyn,Market,Target,40.69060069,-73.98365383,5887e9d30319b851c8845484,445 Albee Sq,btwn Willoughby & Fulton St,Downtown Brooklyn,11201,Brooklyn,NY,United States,Big Box Store,Big Box Stores,Big Box Store,21
Northwest Brooklyn,Downtown Brooklyn,Market,Target,40.69060069,-73.98365383,5887e9d30319b851c8845484,445 Albee Sq,btwn Willoughby & Fulton St,Downtown Brooklyn,11201,Brooklyn,NY,United States,Big Box Store,Big Box Stores,Big Box Store,21
Northwest Brooklyn,Downtown Brooklyn,Market,Target,40.69060069,-73.98365383,5887e9d30319b851c8845484,445 Albee Sq,btwn Willoughby & Fulton St,Downtown Brooklyn,11201,Brooklyn,NY,United States,Big Box Store,Big Box Stores,Big Box Store,21
Northwest Brooklyn,Downtown Brooklyn,Market,Target,40.69060069,-73.98365383,5887e9d30319b851c8845484,445 Albee Sq,btwn Willoughby & Fulton St,Downtown Brooklyn,11201,Brooklyn,NY,United States,Big Box Store,Big Box Stores,Big Box Store,21
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Chelsea and Clinton,Midtown East,Grocery,Whole Foods Market,40.75450747,-73.98429875,5866f5c30b7e937108ec2adb,1095 6th Ave,,Midtown East,10036,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,4
Lower East Side,,Grocery,Trader Joe's,40.73351487,-73.9877218,441a8599f964a52036311fe3,142 E 14th St,btwn Irving Pl & 3rd Ave,,10003,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower East Side,,Grocery,Trader Joe's,40.73351487,-73.9877218,441a8599f964a52036311fe3,142 E 14th St,btwn Irving Pl & 3rd Ave,,10003,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower East Side,,Grocery,Trader Joe's,40.73351487,-73.9877218,441a8599f964a52036311fe3,142 E 14th St,btwn Irving Pl & 3rd Ave,,10003,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower East Side,,Grocery,Trader Joe's,40.73351487,-73.9877218,441a8599f964a52036311fe3,142 E 14th St,btwn Irving Pl & 3rd Ave,,10003,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Little Falls,,Grocery,ShopRite of Little Falls,40.88223058,-74.21213452,4bc4946db492d13a0835aa60,171 Browertown Rd.,,,7424,Little Falls,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,30
Little Falls,,Grocery,ShopRite of Little Falls,40.88223058,-74.21213452,4bc4946db492d13a0835aa60,171 Browertown Rd.,,,7424,Little Falls,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,30
Little Falls,,Grocery,ShopRite of Little Falls,40.88223058,-74.21213452,4bc4946db492d13a0835aa60,171 Browertown Rd.,,,7424,Little Falls,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,30
Little Falls,,Grocery,ShopRite of Little Falls,40.88223058,-74.21213452,4bc4946db492d13a0835aa60,171 Browertown Rd.,,,7424,Little Falls,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,30
Rochelle Park,,Grocery,ShopRite of Rochelle Park,40.91464765,-74.08042431,4b4e4b71f964a5206de826e3,220 W. Passaic Street,,,7662,Rochelle Park,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Rochelle Park,,Grocery,ShopRite of Rochelle Park,40.91464765,-74.08042431,4b4e4b71f964a5206de826e3,220 W. Passaic Street,,,7662,Rochelle Park,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Rochelle Park,,Grocery,ShopRite of Rochelle Park,40.91464765,-74.08042431,4b4e4b71f964a5206de826e3,220 W. Passaic Street,,,7662,Rochelle Park,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Rochelle Park,,Grocery,ShopRite of Rochelle Park,40.91464765,-74.08042431,4b4e4b71f964a5206de826e3,220 W. Passaic Street,,,7662,Rochelle Park,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,3
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Lower Manhattan,Tribeca,Grocery,Whole Foods Market,40.71557916,-74.01136824,49bc3b0af964a52020541fe3,270 Greenwich Street,at Warren St,Tribeca,10007,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Teterboro,,Market,Walmart Supercenter,40.86247418,-74.06250338,4e42d37a45ddae899d0a6c26,1 Teterboro Landing Drive,,,7608,Teterboro,NJ,United States,Big Box Store,Big Box Stores,Big Box Store,17
Teterboro,,Market,Walmart Supercenter,40.86247418,-74.06250338,4e42d37a45ddae899d0a6c26,1 Teterboro Landing Drive,,,7608,Teterboro,NJ,United States,Big Box Store,Big Box Stores,Big Box Store,17
Teterboro,,Market,Walmart Supercenter,40.86247418,-74.06250338,4e42d37a45ddae899d0a6c26,1 Teterboro Landing Drive,,,7608,Teterboro,NJ,United States,Big Box Store,Big Box Stores,Big Box Store,17
Teterboro,,Market,Walmart Supercenter,40.86247418,-74.06250338,4e42d37a45ddae899d0a6c26,1 Teterboro Landing Drive,,,7608,Teterboro,NJ,United States,Big Box Store,Big Box Stores,Big Box Store,17
Jersey City,,Grocery,ShopRite of Metro Plaza,40.72312891,-74.03994051,4a80aedff964a520e9f51fe3,400 Marin Blvd.,,,7302,Jersey City,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,0
Jersey City,,Grocery,ShopRite of Metro Plaza,40.72312891,-74.03994051,4a80aedff964a520e9f51fe3,400 Marin Blvd.,,,7302,Jersey City,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,0
Jersey City,,Grocery,ShopRite of Metro Plaza,40.72312891,-74.03994051,4a80aedff964a520e9f51fe3,400 Marin Blvd.,,,7302,Jersey City,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,0
Jersey City,,Grocery,ShopRite of Metro Plaza,40.72312891,-74.03994051,4a80aedff964a520e9f51fe3,400 Marin Blvd.,,,7302,Jersey City,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,0
Upper East Side,,Grocery,Whole Foods Market,40.77966803,-73.95310797,52517696498e820f4e998347,1551 3rd Ave,East 88th St.,,10128,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
Upper East Side,,Grocery,Whole Foods Market,40.77966803,-73.95310797,52517696498e820f4e998347,1551 3rd Ave,East 88th St.,,10128,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
Upper East Side,,Grocery,Whole Foods Market,40.77966803,-73.95310797,52517696498e820f4e998347,1551 3rd Ave,East 88th St.,,10128,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
Upper East Side,,Grocery,Whole Foods Market,40.77966803,-73.95310797,52517696498e820f4e998347,1551 3rd Ave,East 88th St.,,10128,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
Upper East Side,,Grocery,Whole Foods Market,40.77966803,-73.95310797,52517696498e820f4e998347,1551 3rd Ave,East 88th St.,,10128,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
