Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_crossStreet,location_postalCode,id,location_city,location_state,categories_name,categories_pluralName,categories_shortName,location_neighborhood,cluster_label
Tower Hamlets / Hackney,Hackney,Park,Stoke Newington Common,51.56215457,-0.069594522,Northwold Rd.,,,4bbc53a4e436ef3bc0665664,Hackney,Greater London,Park,Parks,Park,,15
Tower Hamlets / Hackney,Hackney,Restaurant,Fin & Flounder,51.5375102,-0.061072084,71 Broadway Market,,E8 4PH,4bd7086c29eb9c74710396e1,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,29
Tower Hamlets / Hackney,Hackney,Park,London Fields,51.54067678,-0.060338974,Martello St,,E8 3EU,4bf6c45913aed13a1b28eaf7,Hackney,Greater London,Park,Parks,Park,,29
Tower Hamlets / Hackney,Hackney,Grocery,Palm 2,51.55585306,-0.055062071,Lower Clapton Rd.,Millfields Rd.,E 5 8,4c096449ffb8c9b631d66961,Hackney,Greater London,Grocery Store,Grocery Stores,Grocery Store,,29
Tower Hamlets / Hackney,Hackney,Breakfast,McDonald's,51.54726,-0.075447,36/42 KINGSLAND HIGH STREET,,E8 2JP,4c0d4e01b1b676b0a662e086,Dalston,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,15
Tower Hamlets / Hackney,Hackney,Movie Theater,Arcola Theatre,51.546894,-0.074952,24 Ashwin St,,E8 2DJ,4d28f2296e27a143b5951f24,London,Greater London,Theater,Theaters,Theater,,15
Tower Hamlets / Hackney,Hackney,Restaurant,Ahlert Haus,51.54444522,-0.036631479,45 danesdale road,Victoria paek road,,4d697c6a342b8cfa56bec92c,Hackney,Greater London,German Restaurant,German Restaurants,German,,29
Tower Hamlets / Hackney,Hackney,Movie Theater,Hackney Picturehouse,51.54484122,-0.05539879,270 Mare St,,E8 1HE,4dc91970b0fbf26798c2c42c,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,Hackney,29
Tower Hamlets / Hackney,Hackney,Market,Samsun Balikcisi,51.551941,-0.084887,,,,4dce43751f6eb12270761c4a,Hackney,Greater London,Fish Market,Fish Markets,Fish Market,,15
Tower Hamlets / Hackney,Hackney,Market,Stoke Newington Green Fruit & Veg,51.56216148,-0.075551951,39 Stoke Newington Church Street,,,4eca907e61af9e1433556a72,Hackney,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,Stoke Newington Central,15
Tower Hamlets / Hackney,Hackney,Grocery,Sainsbury's Local,51.5352177,-0.0574278,"19 Central Square,",,E8 4RP,4fb11d66e4b05b8b56c2eec1,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,29
Tower Hamlets / Hackney,Hackney,Snacks,Pavilion,51.53614316,-0.062014527,18 Broadway Market,,E8 4QJ,4ff98549e4b003534d000431,London Fields,Greater London,Bakery,Bakeries,Bakery,"London Fields, London, Greater London",29
Tower Hamlets / Hackney,Hackney,Movie Theater,Ability Plaza,51.53922,-0.075817,,,,5091857de4b0b197ba735d52,,,Multiplex,Multiplexes,Cineplex,,15
Tower Hamlets / Hackney,Hackney,Restaurant,Arancini Brothers,51.54586833,-0.075741039,592 Kingsland Rd,,E8 4AH,51eabe2f498ea48f03cd0da9,London,Greater London,Italian Restaurant,Italian Restaurants,Italian,De Beauvoir,15
Tower Hamlets / Hackney,Hackney,Nightlife,the pit,51.538465,-0.05746,,,,51f18dab498ead51cd1e0729,,,Other Nightlife,Other Nightlife,Nightlife,,29
Tower Hamlets / Hackney,Hackney,Restaurant,El Ganso,51.53718791,-0.061413514,59 Broadway Market,,E8 4PH,537c637f498e3e9c9b808ca5,Hackney,Greater London,Spanish Restaurant,Spanish Restaurants,Spanish,,29
Tower Hamlets / Hackney,Hackney,Breakfast,Hash E8,51.54830978,-0.065454783,170 Dalston Lane,,E8 1NG,53f09a37498e3f989e94c3e6,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,29
Tower Hamlets / Hackney,Hackney,Restaurant,Andu's cafe,51.54451984,-0.075906219,528 Kingsland Rd ,,E8 4AH,545a200f498eef902ae4b158,London,Greater London,Ethiopian Restaurant,Ethiopian Restaurants,Ethiopian,,15
Tower Hamlets / Hackney,Hackney,Grocery,Hackney Fresh,51.54685438,-0.05504488,334 Mare St,,E8 1HA,54ad9b0a498e72e91db816fc,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,Hackney,29
Tower Hamlets / Hackney,Hackney,Nightlife,Anglia Snooker Club,51.54777,-0.063115,26 Marcon Place,,,55832638498ed26158d1bf5f,,,Other Nightlife,Other Nightlife,Nightlife,,29
Tower Hamlets / Hackney,Hackney,Caf�,Save The Date Cafe,51.54718,-0.074184,2 Abbot St,,,5584704b498eea1563bb84b6,London,Greater London,Café,Cafés,Café,,15
Tower Hamlets / Hackney,Hackney,Market,Village Organic,51.53794062,-0.045946019,89 Lauriston Road,,,56bf5b96cd10ac039333cf11,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,29
Tower Hamlets / Hackney,Hackney,Nightlife,Spotclub Voyeur,51.50711135,-0.047517309,,,,5718771c498ef5abc15c4ddc,,,Other Nightlife,Other Nightlife,Nightlife,,29
Tower Hamlets / Hackney,Hackney,Grocery,Grains & green,51.544072,-0.055529,,,,578bd53f498e93e42a81bf11,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,29
Tower Hamlets / Hackney,Hackney,Grocery,Organico,51.536413,-0.062031,,,,581b45f4873be47659f1f313,,,Organic Grocery,Organic Groceries,Organic Grocery,,29
Tower Hamlets / Hackney,Hackney,Hotel,Mare Street Market,51.53775756,-0.057242334,115 Mare St,,E8 4RT,5abb43d623a2e65e707d45a2,London,Greater London,Food Court,Food Courts,Food Court,London Fields,29
Tower Hamlets / Hackney,Hackney,Restaurant,Bright,51.53780032,-0.057506819,1 Westgate St,,E8 3RL,5abba954491be74b78bfb975,London,Greater London,Restaurant,Restaurants,Restaurant,,29
Tower Hamlets / Hackney,Hackney,Market,Secret Smokehouse,51.538835,-0.058047,,,E8,5ac883ebe65d0c7dca3c264a,London,Greater London,Fish Market,Fish Markets,Fish Market,,29
Tower Hamlets / Hackney,Hackney,Grocery,M&S Foodhall,51.548028,-0.075618,51-57 Kingsland High St,,E8 2JS,5acdf7591953f37e1a21a15d,Dalston,Greater London,Grocery Store,Grocery Stores,Grocery Store,,15
Tower Hamlets / Hackney,Hackney,Grocery,Bulk Market,51.54721909,-0.053990185,6 Bohemia Place,,E8 1DU,5bf816756f0aa2002cb33ef2,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,Hackney Central,29
Tower Hamlets / Hackney,Hackney,Restaurant,We Are Vegan Everything,51.54881699,-0.054674149,11 Dispensery Ln,Mare St,E8 1FT,5c56ef45b9ac38002c71fc4c,London,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,Hackney Central,29
Tower Hamlets / Hackney,Hackney,Breakfast,Brunswick East Bakehouse,51.55443,-0.066427,,,E8 2BT,5ce129e0dd8442002c3cfc60,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,29
Tower Hamlets / Hackney,Hackney,Restaurant,Bourbon Streat,51.537458,-0.058703,,,E8 3FP,5d739c8a1ceb1b0007568c28,London,Greater London,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul,,29
Tower Hamlets / Hackney,Hackney,Grocery,Figs & Grain,51.536989,-0.061634,19-21 Broadway Market,,E8 4PH,5f785e236437a030b194722f,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,29
Isleworth / Twickenham / Richmond,Ham,Restaurant,Hansel & Pretzel,51.43851896,-0.313489034,71 Ham St,,TW10 7HW,4c8e95d914fdb713decc32c4,Ham,Greater London,German Restaurant,German Restaurants,German,,6
Hammersmith,Hammersmith,Movie Theater,TWDC Cinema,51.49193467,-0.22274096,Queen Caroline St,,W6,4c3c4702b36ac92807d20386,Hammersmith,Greater London,Multiplex,Multiplexes,Cineplex,,26
Hammersmith,Hammersmith,Nightlife,The Plough & Harrow (Wetherspoon),51.49271162,-0.231528481,120-124 King St,,W6 0QU,4c87ab18821e9eb00bcd8d89,London,Greater London,Pub,Pubs,Pub,,26
Hammersmith,Hammersmith,Market,The Fishmongers Kitchen,51.4978725,-0.222704967,Brook Green,,W6 7LP,4cde6549f8cdb1f792df8a12,Hammersmith,Greater London,Fish Market,Fish Markets,Fish Market,,26
Hammersmith,Hammersmith,Restaurant,Bäkehaus,51.49263565,-0.228059765,71 King St.,at Angel Walk,W6 9HW,4ce2b065825e721e75808245,London,Greater London,German Restaurant,German Restaurants,German,,26
Hammersmith,Hammersmith,Health,Operating Theatres,51.48823498,-0.219875516,14th Floor,Charing Cross Hospital,,4e79a9eaae60f8128cba00f1,Hammersmith,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,26
Hammersmith,Hammersmith,Restaurant,Ditsch,51.49298867,-0.22447829,,,,4f3a5fa4e4b0f48edb91eccb,,,German Restaurant,German Restaurants,German,,26
Hammersmith,Hammersmith,Liquer,Lounge Bar,51.49232235,-0.220352331,Chalk Hill Rd,,,4f720608e4b068eb3e5b0aba,Hammersmith,Greater London,Cocktail Bar,Cocktail Bars,Cocktail,Hammersmith Broadway,26
Hammersmith,Hammersmith,Health,team green office,51.49581146,-0.208149597,,,,53e738cd498e59eb2d621e6f,,,Emergency Room,Emergency Rooms,Emergency Room,,20
Hammersmith,Hammersmith,Grocery,Tesco Express,51.48760792,-0.22598318,,,,571b3c91498eaa31fdbd3f4d,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,26
Hammersmith,Hammersmith,Hotel,Hasty Tasty,51.49251,-0.22436343,35a Broadway Shopping Centre,,W6 9YE,5899b993409f5676406050b4,London,Greater London,Food Court,Food Courts,Food Court,,26
Hammersmith,Hammersmith,Market,Eat 17,51.489683,-0.22295,,,W6 8JA,5b6de2adf4b525002c0d72a7,London,Greater London,Market,Markets,Market,,26
Hammersmith,Hammersmith,Grocery,Istanbul Organic,51.492595,-0.231077,,,W6 0QP,5d2e1b47afbe290023c8c33f,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,26
Hammersmith,Hammersmith,Restaurant,Sam's Riverside,51.488037,-0.22781844,101 Queen Caroline St,,W6 9BN,5da4adc735b2240008e730db,Hammersmith,Greater London,Brasserie,Brasseries,Brasserie,Hammersmith Broadway,26
Hampstead / Kilburn / Belsize Park,Hampstead,Park,Hampstead Heath,51.56443609,-0.167362548,E Heath Rd,,NW3 2PT,4ac518cef964a5201aa620e3,London,Greater London,Park,Parks,Park,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Movie Theater,Odeon,51.54250996,-0.174567905,"96 Finchley Road, Swiss Cottage",,NW3 5EL,4ac518e8f964a520a3ab20e3,Swiss Cottage,Greater London,Multiplex,Multiplexes,Cineplex,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Library,Swiss Cottage Library,51.54232685,-0.173542949,88 Avenue Rd,,NW3 3DA,4ad47a4bf964a520fae720e3,London,Greater London,Library,Libraries,Library,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Health,Royal Free Hospital,51.55371379,-0.166091181,10 Pond St,,NW3 2QG,4ad58e94f964a520230321e3,London,Greater London,Hospital,Hospitals,Hospital,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Movie Theater,Everyman Cinema,51.556358,-0.178907,5 Holly Bush Vale,,NW3 6TX,4ae066c9f964a520067f21e3,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,Hampstead,27
Hampstead / Kilburn / Belsize Park,Hampstead,Nightlife,The Washington,51.54546671,-0.162768423,50 England's Ln,,NW3 4UE,4af0bf5cf964a520d0de21e3,London,Greater London,Pub,Pubs,Pub,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Market,Swiss Cottage Farmers' Market,51.54383853,-0.174622581,Eton Ave,,NW3,4b03eedaf964a520925022e3,London,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Park,Primrose Hill,51.53926211,-0.161941051,Primrose Hill Rd,,NW3 3DS,4b2e246ef964a520f9dc24e3,London,Greater London,Park,Parks,Park,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Grocery,Tesco Express,51.54579473,-0.162532974,"44-46 Englands Ln, Belsize Park",BELSIZE PARK,NW3 4UE,4b6b4c64f964a5200fff2be3,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Market,B&J Fisheries,51.54536488,-0.196645317,,,,4b83d4c4f964a5208f1231e3,London NW6 7HT,,Fish Market,Fish Markets,Fish Market,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Education,Southbank International School Hampstead,51.5492575,-0.178883469,16 Netherhall Gardens,,NW3 5TH,4c06222413b99c74485eaff3,London,Greater London,Private School,Private Schools,Private School,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Snacks,Paul,51.55632555,-0.177956363,43 Hampstead High St,at Flask Walk,NW3 1QG,4c4d88ccdb2c20a184eaf872,London,Greater London,Bakery,Bakeries,Bakery,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Library,Belsize Library,51.54795387,-0.162391691,Antrim Rd,,NW3,4d4d7d13819554813254d893,London,Greater London,Library,Libraries,Library,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Library,UCL Royal Free Hospital Medical Library,51.55320871,-0.16532025,Pond Street,,NW3 2QG,4dc287b9c65b4274e88afa72,London,Greater London,College Library,College Libraries,Library,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Hotel,Black Truffle,51.54597685,-0.162529531,41 Englands Lane,,NW3 4YD,51339785e4b01d3a761f4030,London,Greater London,Deli / Bodega,Delis / Bodegas,Deli / Bodega,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Grocery,Swiss Cottage Grocers,51.5453989,-0.177411,14-15 New College Parade,,Nw3 Sep,513cdbe6e4b0c285211c21fb,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Library,Keats Library,51.55566406,-0.168191612,,,,557c3992498ec78ac099f374,,,Library,Libraries,Library,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Market,Primrose Hill Market,51.54177904,-0.162012245,Elsworthy Rd,,NW3 3DS,5606981c498ea559ac16cf42,London,Greater London,Market,Markets,Market,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Restaurant,Med's Awesome Bistro,51.557462,-0.183704,,,,5623f1e5498ebb1cd1c94a18,,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Nightlife,Maramonte,51.74587467,-0.474838052,,,,56c1e00acd10422b2af8b5a0,,,Other Nightlife,Other Nightlife,Nightlife,,28
Hampstead / Kilburn / Belsize Park,Hampstead,Nightlife,Olly's,51.75183025,-0.472139843,,,,57097874cd1079e8d3f49324,,,Nightclub,Nightclubs,Nightclub,,28
Hampstead / Kilburn / Belsize Park,Hampstead,Restaurant,28 Church Row,51.55560951,-0.178724443,28 Church Row,,NW3 6UP,579b97f6498e51784c2028e0,Hampstead,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,27
Hampstead / Kilburn / Belsize Park,Hampstead,Caf�,Tanias of Hampstead,51.555659,-0.178233,12 Heath Street,,NW3 6TE,5e6e0fd5b79d7200088a8bfe,London,Greater London,Café,Cafés,Café,,27
Kingston,Hampton,Park,Bushy Park,51.4172323,-0.337274697,The Stockyard,Hampton Court Rd,TW12 2EJ,4bb87d997421a593cbd2c140,Hampton,Greater London,Park,Parks,Park,,6
Harrow,Harefield,Education,Harefield Academy,51.60592463,-0.472925969,,Northwood Way,,4bd444aa9854d13a5c43ff4d,Harefield,Greater London,High School,High Schools,High School,,21
Marylebone / Fitzrovia / Central London,Harley Street,Health,The London Clinic,51.52292545,-0.150562384,20 Devonshire Pl,,W1G 6BW,4d64e4254e1ea1cde3b349b9,London,Greater London,Hospital,Hospitals,Hospital,,0
Marylebone / Fitzrovia / Central London,Harley Street,Hotel,Market Hall West End,51.51558423,-0.14398098,9 Holles St,,W1G 0BN,5db2acee0c54f00008740aa9,London,Greater London,Food Court,Food Courts,Food Court,,0
Harrow,Harrow,Movie Theater,Vue,51.58148392,-0.339157326,St George's Centre,St Anne's Rd,HA1 1HS,4b39178af964a520f85525e3,Harrow on the Hill,Greater London,Movie Theater,Movie Theaters,Movie Theater,,8
Harrow,Harrow,Health,Northwick Park Hospital,51.57550384,-0.322012146,Watford Rd,Watford Road,HA1 3UJ,4b505d39f964a5206a2127e3,Harrow on the Hill,Greater London,Hospital,Hospitals,Hospital,,8
Harrow,Harrow,Library,University of Westminster Library,51.57775128,-0.322705876,"University Of Westminster, Watford Rd",,HA1 3UW,4bc49788f8219c74078eb710,Harrow on the Hill,Greater London,College Library,College Libraries,Library,Northwick Park,8
Harrow,Harrow,Education,Merchant Taylors' School,51.63598034,-0.424809351,Sandy Lodge,,HA6 2HT,4be9537aee96c928cc05ffbf,Northwood,,Private School,Private Schools,Private School,,21
Harrow,Harrow,Education,Roxeth First & Middle School,51.57696949,-0.343693564,,,,4c1cb08b63750f47f9e8b667,,,Middle School,Middle Schools,Middle School,,8
Harrow,Harrow,Education,Grange middle school,51.570242,-0.360101,,,,4cb8ad85a33bb1f70b1383fd,Harrow on the Hill,Greater London,Middle School,Middle Schools,Middle School,,8
Harrow,Harrow,Nightlife,RAFA Club,51.56633735,-0.357254148,,,,4d84cdeb8de9721e54953851,,,Other Nightlife,Other Nightlife,Nightlife,,8
Harrow,Harrow,Education,RNIB Sunshine House School,51.6132333,-0.432522297,33 Dene Rd.,Hill Rd.,HA6 2DD,505714dbe0e27c7feafea50a,Northwood,Greater London,Elementary School,Elementary Schools,Elementary School,,21
Harrow,Harrow,Library,Harrow Weald Campus Library,51.61340391,-0.337921791,,,,50bdd01ee4b03679894f4839,,,College Library,College Libraries,Library,,8
Harrow,Harrow,Restaurant,Broadwalk Kitchen,51.58711741,-0.362376035,Pinner Road,,HA2 6ED,53d7c08e498e8f0cc77c30a7,Harrow on the Hill,Greater London,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul,,8
Harrow,Harrow,Education,whitefriers School,51.59791875,-0.340314833,,,,54327d4e498ea11027241d3b,,,Middle School,Middle Schools,Middle School,,8
Harrow,Harrow,Restaurant,The Coffee Shop @ Emmanuel,51.60891596,-0.414948463,"High Street, Northwood",,HA6 1AS,56cf2ebecd10e80c07ec17ce,Northwood,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,21
Harrow,Harrow,Health,Emergency Department,51.574326,-0.3211476,Northwick Park Hospital,,HA1 3GY,57eb1f55498e3aa2d9837a7c,Harrow on the Hill,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,8
Harrow,Harrow,Nightlife,CashinoRoyalo,51.585996,-0.360331,Station Road,,HA1 4LB,5bc525098fb09e0039a7fd07,Harrow on the Hill,Greater London,Casino,Casinos,Casino,,8
St Albans / London Colney,Hatfield,Movie Theater,Odeon,51.7627769,-0.2383375,"The Galleria, Comet Way",,AL10 9TF,4b814e29f964a520929e30e3,Hatfield,Hertfordshire,Movie Theater,Movie Theaters,Movie Theater,,4
St Albans / London Colney,Hatfield,Education,hatfield free school community,51.76677831,-0.223809277,,,,519f7276498e4ba6ff1b1f4b,,,Elementary School,Elementary Schools,Elementary School,,4
St Albans / London Colney,Hatfield,Library,Royal Veterinary College Library,51.714478,-0.210577,,,,55706b70498efff83424a3db,,,College Library,College Libraries,Library,,4
Uxbridge / Hillingdon / Hayes,Hayes,Nightlife,The Grapes (Beefeater),51.51819558,-0.406104753,362 Uxbridge Rd,,UB4 0HF,4bdc90e82a3a0f47e76eb3b6,Hayes,Greater London,Pub,Pubs,Pub,,14
Uxbridge / Hillingdon / Hayes,Hayes,Nightlife,Big T's,51.37543108,0.005747788,,,,5127d576e4b0701b27169182,,,Nightclub,Nightclubs,Nightclub,,16
Uxbridge / Hillingdon / Hayes,Hayes,Market,TCK fresh produce ltd,51.507499,-0.424168,,,UB3,5774e2fa498e51fe6338d5d3,Hayes,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,14
Uxbridge / Hillingdon / Hayes,Heathrow,Restaurant,Caviar House & Prunier,51.46980742,-0.448204644,Terminal 2,LHR Airport,TW6 1EW,53a1a6c6498ea185a5d25730,Heathrow,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,14
Uxbridge / Hillingdon / Hayes,Heathrow,Restaurant,Fogg's,51.480801,-0.430741,Ibis Heathrow Airport Hotel,,,54453965498e9b3efe22be5d,,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,14
Hampstead / Kilburn / Belsize Park,Hendon,Library,Hendon Library,51.58851558,-0.228748311,The Burroughs,,,4ae5f1d4f964a52068a321e3,London,Greater London,College Library,College Libraries,Library,,33
Hampstead / Kilburn / Belsize Park,Hendon,Library,Kingston University Library,51.58758624,-0.215325883,,,,4eb8737202d5f33e93d5ee9a,,,College Library,College Libraries,Library,,33
Hampstead / Kilburn / Belsize Park,Hendon,Library,Williams Library,51.59053294,-0.228113573,Middlesex University,,,508181c3e4b07ddb609fba86,London,Greater London,College Library,College Libraries,Library,,33
Hampstead / Kilburn / Belsize Park,Hendon,Market,Leveyuson Fishmongers,51.585679,-0.220089,,,NW4 2EA,5d908bd7c032cb000792f179,London,Greater London,Fish Market,Fish Markets,Fish Market,,33
Brixton / Clapham / Stockwell / Battersea,Herne Hill,Park,Brockwell Park,51.45093143,-0.106065273,Dulwich Rd,Norwood Rd,SE24 0PA,4aec080af964a5203ec521e3,Herne Hill,Greater London,Park,Parks,Park,,23
Brixton / Clapham / Stockwell / Battersea,Herne Hill,Market,Herne Hill Market,51.45273073,-0.102042453,Railton Rd,,SE24 0JW,4ff0486fe4b0d04a3bcb365c,Herne Hill,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,23
Brixton / Clapham / Stockwell / Battersea,Herne Hill,Market,Seasons of England,51.453065,-0.101084,92 Milkwood Rd,,SE24 0EZ,578521d0498eeb0fc6b575b1,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,23
